country_name,country_code,state_name,state_alpha,state_fips_code,marketing_id
UNITED STATES,9000,KANSAS,KS,20,JAN THRU MARKS2017
UNITED STATES,9000,KANSAS,KS,20,APR THRU JUNKS2017
UNITED STATES,9000,KANSAS,KS,20,JUL THRU SEPKS2017
UNITED STATES,9000,KANSAS,KS,20,OCT THRU DECKS2017
UNITED STATES,9000,KANSAS,KS,20,JAN THRU MARKS2016
UNITED STATES,9000,KANSAS,KS,20,APR THRU JUNKS2016
UNITED STATES,9000,KANSAS,KS,20,JUL THRU SEPKS2016
UNITED STATES,9000,KANSAS,KS,20,OCT THRU DECKS2016
UNITED STATES,9000,KANSAS,KS,20,JAN THRU MARKS2015
UNITED STATES,9000,KANSAS,KS,20,APR THRU JUNKS2015
UNITED STATES,9000,KANSAS,KS,20,JUL THRU SEPKS2015
UNITED STATES,9000,KANSAS,KS,20,OCT THRU DECKS2015
UNITED STATES,9000,KENTUCKY,KY,21,JAN THRU MARKY2020
UNITED STATES,9000,KENTUCKY,KY,21,APR THRU JUNKY2020
UNITED STATES,9000,KENTUCKY,KY,21,JAN THRU MARKY2019
UNITED STATES,9000,KENTUCKY,KY,21,JUL THRU SEPKY2019
UNITED STATES,9000,KENTUCKY,KY,21,OCT THRU DECKY2019
UNITED STATES,9000,KENTUCKY,KY,21,JAN THRU MARKY2018
UNITED STATES,9000,KENTUCKY,KY,21,APR THRU JUNKY2018
